[08.02.2025, 14:22:48] ⚔️ 🕵️ Thief attacked from 66.66.66.66! Reason: MALICIOUS PATTERN DETECTED, Target: /?id=1 UNION SELECT * FROM users
[08.02.2025, 14:22:48] ⚔️ 🕵️ Thief attacked from 66.66.66.66! Reason: MALICIOUS PATTERN DETECTED, Target: /login?username=<script>alert('Hacked!')</script>
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: /login?username=<script>alert('Hacked!')</script>
[08.02.2025, 14:22:48] ⚔️ 🕵️ Thief attacked from 66.66.66.66! Reason: MALICIOUS PATTERN DETECTED, Target: /admin/../../../etc/passwd
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: /admin/../../../etc/passwd
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: /hidden-admin-panel
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: /flood-endpoint
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: /hidden-admin-panel
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: /flood-endpoint
[08.02.2025, 14:22:48] ⚔️ 🕵️ Thief attacked from 66.66.66.66! Reason: MALICIOUS PATTERN DETECTED, Target: /login?username=<script>alert('Hacked!')</script>
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: /?id=1 UNION SELECT * FROM users
[08.02.2025, 14:22:48] ⚔️ 🕵️ Thief attacked from 66.66.66.66! Reason: MALICIOUS PATTERN DETECTED, Target: /?id=1 UNION SELECT * FROM users
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: /login?username=<script>alert('Hacked!')</script>
[08.02.2025, 14:22:48] ⚔️ 🕵️ Thief attacked from 66.66.66.66! Reason: MALICIOUS PATTERN DETECTED, Target: /admin/../../../etc/passwd
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: /admin/../../../etc/passwd
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: /hidden-admin-panel
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: /flood-endpoint
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: /flood-endpoint
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: /hidden-admin-panel
[08.02.2025, 14:22:48] ⚔️ 🕵️ Thief attacked from 66.66.66.66! Reason: MALICIOUS PATTERN DETECTED, Target: /login?username=<script>alert('Hacked!')</script>
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: /?id=1 UNION SELECT * FROM users
[08.02.2025, 14:22:48] ⚔️ 🕵️ Thief attacked from 66.66.66.66! Reason: MALICIOUS PATTERN DETECTED, Target: /?id=1 UNION SELECT * FROM users
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: /login?username=<script>alert('Hacked!')</script>
[08.02.2025, 14:22:48] ⚔️ 🕵️ Thief attacked from 66.66.66.66! Reason: MALICIOUS PATTERN DETECTED, Target: /admin/../../../etc/passwd
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: /admin/../../../etc/passwd
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: /hidden-admin-panel
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: /flood-endpoint
[08.02.2025, 14:22:48] ⚔️ 🕵️ Thief attacked from 66.66.66.66! Reason: MALICIOUS PATTERN DETECTED, Target: /?id=1 UNION SELECT * FROM users
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: /?id=1 UNION SELECT * FROM users
[08.02.2025, 14:22:48] ⚔️ 🕵️ Thief attacked from 66.66.66.66! Reason: MALICIOUS PATTERN DETECTED, Target: /login?username=<script>alert('Hacked!')</script>
[08.02.2025, 14:22:48] ⚔️ 🕵️ Thief attacked from 66.66.66.66! Reason: MALICIOUS PATTERN DETECTED, Target: /admin/../../../etc/passwd
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: /admin/../../../etc/passwd
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: /login?username=<script>alert('Hacked!')</script>
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: /hidden-admin-panel
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: /flood-endpoint
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: /hidden-admin-panel
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: /flood-endpoint
[08.02.2025, 14:22:48] ⚔️ 🕵️ Thief attacked from 66.66.66.66! Reason: MALICIOUS PATTERN DETECTED, Target: /?id=1 UNION SELECT * FROM users
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: /?id=1 UNION SELECT * FROM users
[08.02.2025, 14:22:48] ⚔️ 🕵️ Thief attacked from 66.66.66.66! Reason: MALICIOUS PATTERN DETECTED, Target: /login?username=<script>alert('Hacked!')</script>
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: /login?username=<script>alert('Hacked!')</script>
[08.02.2025, 14:22:48] ⚔️ 🕵️ Thief attacked from 66.66.66.66! Reason: MALICIOUS PATTERN DETECTED, Target: /admin/../../../etc/passwd
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: /admin/../../../etc/passwd
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: /hidden-admin-panel
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: /flood-endpoint
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: /hidden-admin-panel
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: /flood-endpoint
[08.02.2025, 14:22:48] ⚔️ 🕵️ Thief attacked from 66.66.66.66! Reason: MALICIOUS PATTERN DETECTED, Target: /?id=1 UNION SELECT * FROM users
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: /?id=1 UNION SELECT * FROM users
[08.02.2025, 14:22:48] ⚔️ 🕵️ Thief attacked from 66.66.66.66! Reason: MALICIOUS PATTERN DETECTED, Target: /login?username=<script>alert('Hacked!')</script>
[08.02.2025, 14:22:48] ⚔️ 🕵️ Thief attacked from 66.66.66.66! Reason: MALICIOUS PATTERN DETECTED, Target: /admin/../../../etc/passwd
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: /login?username=<script>alert('Hacked!')</script>
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: /admin/../../../etc/passwd
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: /flood-endpoint
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: /hidden-admin-panel
[08.02.2025, 14:22:48] ⚔️ 🕵️ Thief attacked from 66.66.66.66! Reason: MALICIOUS PATTERN DETECTED, Target: /?id=1 UNION SELECT * FROM users
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: /login?username=<script>alert('Hacked!')</script>
[08.02.2025, 14:22:48] ⚔️ 🕵️ Thief attacked from 66.66.66.66! Reason: MALICIOUS PATTERN DETECTED, Target: /login?username=<script>alert('Hacked!')</script>
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: /admin/../../../etc/passwd
[08.02.2025, 14:22:48] ⚔️ 🕵️ Thief attacked from 66.66.66.66! Reason: MALICIOUS PATTERN DETECTED, Target: /admin/../../../etc/passwd
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: /hidden-admin-panel
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: /flood-endpoint
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: /hidden-admin-panel
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: /flood-endpoint
[08.02.2025, 14:22:48] ⚔️ 🕵️ Thief attacked from 66.66.66.66! Reason: MALICIOUS PATTERN DETECTED, Target: /login?username=<script>alert('Hacked!')</script>
[08.02.2025, 14:22:48] ⚔️ 🕵️ Thief attacked from 66.66.66.66! Reason: MALICIOUS PATTERN DETECTED, Target: /admin/../../../etc/passwd
[08.02.2025, 14:22:48] ⚔️ 🕵️ Thief attacked from 66.66.66.66! Reason: MALICIOUS PATTERN DETECTED, Target: /?id=1 UNION SELECT * FROM users
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: /login?username=<script>alert('Hacked!')</script>
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: /admin/../../../etc/passwd
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: /flood-endpoint
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: /hidden-admin-panel
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: /flood-endpoint
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: /hidden-admin-panel
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: /login?username=<script>alert('Hacked!')</script>
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: /?id=1 UNION SELECT * FROM users
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: /admin/../../../etc/passwd
[08.02.2025, 14:22:48] ⚔️ 🕵️ Thief attacked from 66.66.66.66! Reason: MALICIOUS PATTERN DETECTED, Target: /admin/../../../etc/passwd
[08.02.2025, 14:22:48] ⚔️ 🕵️ Thief attacked from 66.66.66.66! Reason: MALICIOUS PATTERN DETECTED, Target: /?id=1 UNION SELECT * FROM users
[08.02.2025, 14:22:48] ⚔️ 🕵️ Thief attacked from 66.66.66.66! Reason: MALICIOUS PATTERN DETECTED, Target: /login?username=<script>alert('Hacked!')</script>
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: /hidden-admin-panel
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: /flood-endpoint
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: /status?overload
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: /ping
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: /flood-endpoint
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: /hidden-admin-panel
[08.02.2025, 14:22:48] ⚔️ 🔥 Boss attacked from 66.66.66.66! Reason: DEFEATED BY VANGUARD, Target: /flood-endpoint
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: /hidden-admin-panel
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: /flood-endpoint
[08.02.2025, 14:22:48] ⚔️ 🕵️ Thief attacked from 66.66.66.66! Reason: MALICIOUS PATTERN DETECTED, Target: /?id=1 UNION SELECT * FROM users
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: /admin/../../../etc/passwd
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: /status?overload
[08.02.2025, 14:22:48] ⚔️ 🕵️ Thief attacked from 66.66.66.66! Reason: MALICIOUS PATTERN DETECTED, Target: /admin/../../../etc/passwd
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: /api/refresh?spam=true
[08.02.2025, 14:22:48] ⚔️ 🕵️ Thief attacked from 66.66.66.66! Reason: MALICIOUS PATTERN DETECTED, Target: /login?username=<script>alert('Hacked!')</script>
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: /login?username=<script>alert('Hacked!')</script>
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: /flood-endpoint
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: /hidden-admin-panel
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: /flood-endpoint
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: /hidden-admin-panel
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: /login?username=admin' --
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: eurt=maps?hserfer/ipa/
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: /status?overload AND 1=1 --
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: /?id=1 ███ ███ * FROM users
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: %2Fadmin%2F..%2F..%2F..%2Fetc%2Fpasswd
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: /hidden-admin-panel
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: /flood-endpoint
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: -- 1=1 DNA daolrevo?sutats\
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: %5Clogin%3Fusername%3Dadmin'%20--
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: %252Fadmin%252F..%252F..%252F..%252Fetc%252Fpasswd
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: /?id=1 ███ ███ * FROM users
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: eurt=maps?hserfer/ipa/ AND 1=1 -- AND 1=1 --
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: /hidden-admin-panel
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: /flood-endpoint
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: /hidden-admin-panel
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: /flood-endpoint
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: --02%'nimdaD3%emanresuF3%nigolC5%
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: /?id=1 ███ ███ * FROM users AND 1=1 --
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: --%201%3D1%20DNA%20--%201%3D1%20DNA%20%2Fapi%2Frefresh%3Fspam%3Dtrue
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: %252Fadmin%252F..%252F..%252F..%252Fetc%252Fpasswd AND 1=1 --
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: -- 1=1 DNA \status?overload AND 1=1 --
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: /flood-endpoint
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: /hidden-admin-panel
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: /hidden-admin-panel
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: /flood-endpoint
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: --%2525201%25253D1%252520DNA%252520--%2525201%25253D1%252520DNA%252520%25252Fapi%25252Frefresh%25253Fspam%25253Dtrue
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: --02%'nimdaD3%emanresuF3%nigolC5%
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: -- 1=1 DNA sresu MORF * ███ ███ 1=di?/
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: %252Fadmin%252F..%252F..%252F..%252Fetc%252Fpasswd AND 1=1 -- AND 1=1 -- AND 1=1 --
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: -- 1=1 DNA \status?overload AND 1=1 -- AND 1=1 -- AND 1=1 --
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: /hidden-admin-panel
[08.02.2025, 14:22:48] ⚔️ 🪓 Barbarian attacked from 66.66.66.66! Reason: HIGH REQUEST RATE DETECTED, Target: /flood-endpoint
